(가구대표자용) 문15. 귀하는 통근이나 통학을 하십니까?,(가구대표자용) 문15-2. 귀하가 통근 또는 통학할 때 주로 이용하는 교통수단은 무엇입니까?,(가구대표자용) 문15-5. 귀하께서 통근·통학 시 가장 불편한 점은 무엇입니까?,(가구대표자용) 문16. 귀하는 평소 이동하실 때 주로 어떠한 교통수단을 이용하십니까?,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 1. 버스,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 2. 지하철,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 3. 택시,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 4. 시외버스/고속버스,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 5. 개인형 이동수단,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 6. 주차시설,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 1. 버스,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 2. 지하철,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 3. 택시,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 4. 시외버스/고속버스,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 5. 개인형 이동수단,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 6. 주차시설,(가구대표자용) 문19. 다음은 수원시 교통환경을 구체화한 내용입니다. 각 항목에 대해 얼마나 만족하십니까? - 1. 교통인프라 환경,(가구대표자용) 문19. 다음은 수원시 교통환경을 구체화한 내용입니다. 각 항목에 대해 얼마나 만족하십니까? - 2. 교통약자 이용 환경,(가구대표자용) 문15-4. 귀하의 통근·통학 환경에 대하여 전반적으로 만족하십니까?
1,자차(승용차),5.0,자차(승용차),⑤,⑤,⑤,⑤,⑤,②,⑤,④ 보통,⑤,④ 보통,⑤,②,⑤,⑤,3.0
1,자차(승용차),6.0,자차(승용차),⑤,⑤,④ 보통,⑤,⑤,⑤,⑤,④ 보통,④ 보통,④ 보통,③,④ 보통,③,③,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑥,④ 보통,④ 보통,④ 보통,⑤,⑤,⑤,⑤,④ 보통,④ 보통,⑤,⑤,⑤,6.0
1,자차(승용차),1.0,자차(승용차),⑥,⑤,④ 보통,④ 보통,④ 보통,④ 보통,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,⑤,5.0
3,,,"시내버스, 마을버스",⑤,⑤,④ 보통,④ 보통,④ 보통,④ 보통,⑥,⑥,④ 보통,④ 보통,④ 보통,⑤,⑤,⑤,
1,도보 이동,1.0,도보 이동,⑤,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,5.0
1,자차(승용차),4.0,자차(승용차),⑤,⑥,④ 보통,④ 보통,④ 보통,④ 보통,⑤,⑥,④ 보통,④ 보통,④ 보통,④ 보통,⑤,⑤,5.0
3,,,자차(승용차),⑤,④ 보통,④ 보통,④ 보통,⑤,③,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,③,④ 보통,④ 보통,
3,,,도보 이동,④ 보통,③,④ 보통,④ 보통,④ 보통,③,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,⑤,
3,,,도보 이동,⑤,②,⑤,⑤,③,① 전혀 구축되어 있지 않다,⑥,③,⑤,⑤,① 전혀 만족하지 않는다,① 전혀 만족하지 않는다,⑥,②,
3,,,도보 이동,④ 보통,④ 보통,④ 보통,④ 보통,⑤,① 전혀 구축되어 있지 않다,⑤,③,④ 보통,④ 보통,③,① 전혀 만족하지 않는다,④ 보통,④ 보통,
1,자차(승용차),4.0,자차(승용차),④ 보통,④ 보통,④ 보통,④ 보통,⑤,① 전혀 구축되어 있지 않다,④ 보통,④ 보통,④ 보통,④ 보통,① 전혀 만족하지 않는다,① 전혀 만족하지 않는다,④ 보통,④ 보통,4.0
2,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,③,⑤,⑤,⑤,⑤,⑤,②,⑤,⑤,4.0
3,,,"시내버스, 마을버스",⑥,⑥,⑥,⑥,⑥,① 전혀 구축되어 있지 않다,⑤,⑤,⑤,⑤,⑤,②,⑤,⑤,
1,도보 이동,8.0,도보 이동,⑥,⑥,⑥,⑥,⑥,②,⑥,⑥,⑥,⑥,⑥,③,⑤,④ 보통,4.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,⑥,⑤,④ 보통,④ 보통,④ 보통,⑤,⑥,④ 보통,⑤,④ 보통,④ 보통,⑤,⑤,5.0
1,"시내버스, 마을버스",5.0,"시내버스, 마을버스",⑥,⑤,⑤,③,④ 보통,④ 보통,⑤,⑥,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,5.0
1,"시내버스, 마을버스",3.0,"시내버스, 마을버스",⑤,⑤,④ 보통,③,③,⑤,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,⑤,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,⑤,⑤,④ 보통,③,③,⑤,⑥,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,5.0
3,,,"시내버스, 마을버스",⑤,⑥,④ 보통,④ 보통,④ 보통,④ 보통,⑤,⑤,④ 보통,④ 보통,④ 보통,④ 보통,⑤,⑤,
1,도보 이동,3.0,"시내버스, 마을버스",⑤,⑤,④ 보통,④ 보통,④ 보통,④ 보통,⑤,④ 보통,④ 보통,④ 보통,③,③,⑤,⑤,5.0
1,자차(승용차),5.0,자차(승용차),⑤,⑥,⑥,⑥,⑥,⑥,⑥,⑤,⑤,④ 보통,④ 보통,⑥,⑥,⑥,6.0
1,자차(승용차),2.0,자차(승용차),⑥,⑤,⑤,⑥,⑥,⑥,⑦ 매우 만족한다,⑥,⑤,⑦ 매우 만족한다,⑥,⑥,⑥,⑥,5.0
3,,,"시내버스, 마을버스",⑥,⑥,⑤,⑥,⑥,⑥,⑥,⑥,⑥,⑤,④ 보통,④ 보통,⑥,⑥,
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑥,⑤,⑤,⑤,⑤,⑤,⑤,④ 보통,④ 보통,④ 보통,④ 보통,⑥,⑥,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑥,⑤,⑤,⑤,⑥,⑥,⑥,⑤,④ 보통,④ 보통,⑤,⑥,⑥,6.0
3,,,자차(승용차),⑥,⑥,⑤,④ 보통,④ 보통,④ 보통,⑥,⑤,⑤,⑥,⑥,⑤,⑥,⑥,
1,자차(승용차),3.0,자차(승용차),⑥,⑥,⑤,④ 보통,④ 보통,④ 보통,⑥,⑥,⑥,⑤,⑤,⑥,⑤,⑤,6.0
1,자차(승용차),2.0,자차(승용차),⑤,⑤,⑤,④ 보통,④ 보통,⑤,⑤,⑤,⑥,⑤,⑤,⑥,⑥,⑤,6.0
3,,,"시내버스, 마을버스",⑥,⑤,⑤,⑥,⑥,⑥,⑥,⑥,④ 보통,④ 보통,④ 보통,⑤,⑤,⑥,
3,,,"시내버스, 마을버스",⑥,⑥,④ 보통,④ 보통,④ 보통,④ 보통,⑤,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,
1,지하철,3.0,지하철,⑥,⑥,⑤,④ 보통,④ 보통,⑤,⑥,⑥,⑥,⑤,⑤,⑤,⑥,⑤,5.0
3,,,지하철,⑤,⑥,⑤,⑤,④ 보통,④ 보통,⑥,⑥,④ 보통,④ 보통,④ 보통,④ 보통,⑤,⑤,
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑥,⑥,④ 보통,④ 보통,④ 보통,⑥,⑥,⑥,④ 보통,④ 보통,④ 보통,⑤,⑤,6.0
3,,,지하철,⑥,⑥,④ 보통,②,②,②,⑤,⑤,④ 보통,④ 보통,③,⑤,⑤,⑤,
1,자차(승용차),2.0,자차(승용차),⑤,⑤,⑤,③,④ 보통,⑤,⑤,⑤,⑤,③,④ 보통,⑤,⑤,⑤,5.0
1,자차(승용차),5.0,자차(승용차),⑥,⑥,④ 보통,④ 보통,②,④ 보통,⑥,⑥,④ 보통,④ 보통,④ 보통,⑥,⑥,⑥,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑥,⑥,④ 보통,④ 보통,⑥,⑥,⑥,⑥,④ 보통,④ 보통,⑥,⑤,⑥,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑥,⑤,⑥,⑥,⑥,⑥,⑥,⑥,③,③,⑥,⑥,⑥,5.0
1,지하철,1.0,지하철,⑥,⑥,⑤,③,③,⑤,⑥,⑥,⑤,④ 보통,④ 보통,⑤,⑤,⑤,5.0
1,"시내버스, 마을버스",2.0,"시내버스, 마을버스",⑥,⑥,⑤,④ 보통,③,⑤,⑥,⑥,⑤,④ 보통,③,⑤,⑥,⑥,5.0
1,자차(승용차),5.0,자차(승용차),⑥,⑥,⑥,③,③,⑤,⑥,⑥,⑥,③,③,⑥,⑤,⑤,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑥,⑤,④ 보통,③,②,⑥,⑥,⑤,⑤,④ 보통,④ 보통,⑥,⑥,6.0
1,"시내버스, 마을버스",1.0,자차(승용차),⑥,⑤,⑤,⑤,④ 보통,④ 보통,⑥,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,⑤,⑤,④ 보통,④ 보통,⑤,⑥,⑥,⑤,⑤,④ 보통,⑤,⑤,⑤,6.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑥,⑤,④ 보통,③,④ 보통,⑥,⑥,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,5.0
1,"시내버스, 마을버스",3.0,"시내버스, 마을버스",⑥,⑥,⑤,④ 보통,④ 보통,⑥,⑥,⑥,⑤,④ 보통,④ 보통,⑤,⑥,⑥,6.0
1,지하철,5.0,"시내버스, 마을버스",⑥,⑥,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑥,⑥,⑥,⑥,⑤,④ 보통,③,⑥,⑥,5.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",④ 보통,④ 보통,⑤,④ 보통,③,③,⑤,⑥,④ 보통,⑤,③,③,③,③,5.0
1,자차(승용차),5.0,자차(승용차),⑤,⑥,③,②,⑤,④ 보통,⑤,⑤,③,②,④ 보통,③,③,②,6.0
1,지하철,6.0,지하철,⑤,⑥,④ 보통,③,③,③,⑤,⑤,④ 보통,③,③,②,④ 보통,④ 보통,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",③,⑤,②,⑤,④ 보통,③,③,④ 보통,③,⑤,⑤,③,③,③,3.0
1,자차(승용차),5.0,자차(승용차),⑥,⑤,④ 보통,⑥,⑤,④ 보통,⑤,④ 보통,③,③,⑤,③,⑤,③,5.0
1,자차(승용차),5.0,자차(승용차),③,⑤,②,②,③,②,⑤,⑤,③,③,②,③,③,③,6.0
1,자차(승용차),2.0,자차(승용차),⑤,⑤,⑤,④ 보통,④ 보통,③,⑤,④ 보통,⑤,④ 보통,④ 보통,③,②,②,6.0
3,,,자차(승용차),④ 보통,⑦ 매우 잘 구축되어 있다,⑤,⑤,⑤,④ 보통,⑤,⑤,⑥,⑥,④ 보통,⑤,⑤,④ 보통,
1,지하철,6.0,지하철,④ 보통,⑥,⑥,⑥,⑤,⑤,⑤,⑤,④ 보통,④ 보통,⑤,③,③,③,5.0
1,자차(승용차),7.0,자차(승용차),⑤,④ 보통,⑥,⑤,④ 보통,⑤,⑤,③,④ 보통,④ 보통,⑤,③,③,③,4.0
1,자차(승용차),7.0,자차(승용차),⑤,⑤,④ 보통,③,③,②,⑤,⑤,④ 보통,③,④ 보통,④ 보통,⑤,⑤,5.0
3,,,자차(승용차),⑤,⑥,⑤,④ 보통,⑤,④ 보통,⑤,⑥,⑥,④ 보통,⑤,④ 보통,②,②,
1,지하철,6.0,"시내버스, 마을버스",⑤,⑥,④ 보통,⑤,⑤,④ 보통,⑤,⑥,⑥,④ 보통,③,③,⑤,③,5.0
1,자차(승용차),1.0,자차(승용차),④ 보통,⑤,⑥,⑥,⑥,⑤,⑤,⑤,⑤,⑤,⑤,③,⑤,⑤,6.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,⑥,⑥,④ 보통,⑤,③,⑤,⑥,⑤,④ 보통,⑤,③,⑤,④ 보통,6.0
1,자차(승용차),2.0,지하철,⑤,⑤,⑤,④ 보통,④ 보통,③,④ 보통,⑤,⑤,⑥,④ 보통,⑤,⑤,④ 보통,5.0
3,,,자차(승용차),⑤,⑥,⑤,④ 보통,⑤,③,⑤,⑤,③,③,④ 보통,②,④ 보통,③,
1,지하철,5.0,지하철,④ 보통,⑥,④ 보통,⑤,④ 보통,③,⑤,⑤,④ 보통,④ 보통,③,③,③,④ 보통,5.0
1,"시내버스, 마을버스",5.0,"시내버스, 마을버스",⑥,⑥,⑤,⑤,⑤,⑤,⑥,⑥,⑥,⑤,⑤,⑤,⑤,⑤,4.0
1,자차(승용차),1.0,자차(승용차),⑥,⑤,⑥,⑥,⑥,⑤,⑤,⑤,⑥,⑥,⑥,⑤,⑤,⑤,5.0
1,자차(승용차),7.0,자차(승용차),⑤,⑤,⑥,⑥,⑥,⑤,⑤,⑥,⑥,⑥,⑤,⑤,⑤,⑤,5.0
1,자차(승용차),7.0,자차(승용차),⑤,⑥,⑤,⑥,⑥,⑤,⑥,⑥,⑤,⑤,⑤,⑤,⑤,⑤,5.0
3,,,자차(승용차),⑥,⑤,⑥,⑥,⑥,④ 보통,⑤,⑥,⑥,⑥,⑥,⑤,⑤,⑤,
1,자차(승용차),7.0,자차(승용차),⑥,⑥,⑥,⑤,⑤,⑥,⑥,⑥,⑥,⑤,⑥,⑤,⑥,⑤,4.0
1,자차(승용차),5.0,자차(승용차),⑤,⑥,⑤,⑤,④ 보통,④ 보통,⑤,⑤,⑥,⑤,⑤,④ 보통,⑤,③,5.0
1,자차(승용차),7.0,자차(승용차),⑤,⑥,⑤,④ 보통,⑤,③,⑤,⑥,⑤,⑤,⑥,④ 보통,⑤,③,5.0
1,"시내버스, 마을버스",5.0,자차(승용차),⑤,④ 보통,⑥,⑤,⑥,⑤,⑥,⑤,⑤,⑥,⑤,⑤,⑤,③,6.0
1,"시내버스, 마을버스",1.0,자차(승용차),⑤,⑥,⑤,⑤,⑤,③,⑤,⑥,⑤,⑤,⑤,④ 보통,④ 보통,③,4.0
1,자차(승용차),1.0,자차(승용차),④ 보통,⑤,⑤,④ 보통,④ 보통,③,⑤,⑥,⑥,⑤,⑤,④ 보통,⑤,③,5.0
1,"시내버스, 마을버스",5.0,자차(승용차),⑤,⑥,⑤,⑤,⑤,④ 보통,⑤,⑥,⑤,⑥,⑤,④ 보통,⑤,③,5.0
1,"시내버스, 마을버스",1.0,지하철,⑤,⑥,⑤,⑥,⑤,④ 보통,⑤,⑤,⑥,⑤,⑤,④ 보통,⑤,⑤,5.0
1,자차(승용차),1.0,자차(승용차),④ 보통,⑤,⑤,④ 보통,④ 보통,③,④ 보통,⑤,⑤,④ 보통,⑥,④ 보통,④ 보통,③,6.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,⑤,⑥,⑤,⑤,④ 보통,⑤,⑤,⑥,④ 보통,⑤,④ 보통,④ 보통,③,5.0
1,자차(승용차),5.0,자차(승용차),⑤,④ 보통,⑤,⑤,⑤,③,⑤,④ 보통,⑤,⑤,⑤,④ 보통,⑤,③,4.0
3,,,자차(승용차),⑤,③,⑥,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,④ 보통,⑤,③,③,③,
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,④ 보통,⑤,⑤,⑥,④ 보통,④ 보통,⑤,⑤,⑤,④ 보통,④ 보통,④ 보통,③,5.0
2,도보 이동,7.0,자차(승용차),⑥,⑤,⑥,⑤,⑤,③,⑥,⑤,⑥,⑥,⑤,③,⑤,③,7.0
3,,,"시내버스, 마을버스",⑥,⑤,⑥,⑤,⑤,③,⑤,⑥,⑤,⑤,⑤,③,⑤,⑤,
3,,,"시내버스, 마을버스",⑤,⑤,⑥,⑥,⑤,③,⑥,⑤,⑥,⑥,⑤,④ 보통,④ 보통,③,
2,"시내버스, 마을버스",4.0,"시내버스, 마을버스",⑤,⑥,⑤,⑥,⑤,③,⑤,⑥,⑤,⑤,⑥,③,④ 보통,③,2.0
3,,,"시내버스, 마을버스",⑤,⑥,⑤,⑥,⑤,④ 보통,⑥,⑤,⑥,⑥,⑤,③,④ 보통,③,
1,자차(승용차),7.0,자차(승용차),⑤,⑥,⑤,⑥,⑤,③,⑤,⑥,⑤,⑥,⑥,③,⑤,③,6.0
1,"시내버스, 마을버스",5.0,자차(승용차),⑥,⑤,⑥,⑤,⑤,③,⑥,⑤,⑤,⑤,④ 보통,③,④ 보통,③,5.0
1,"시내버스, 마을버스",7.0,자차(승용차),⑤,⑥,⑤,⑤,⑤,④ 보통,⑤,④ 보통,⑤,④ 보통,⑤,⑤,④ 보통,③,5.0
1,도보 이동,5.0,자차(승용차),⑤,⑥,⑤,⑤,⑥,③,⑤,⑥,⑤,⑤,⑥,③,④ 보통,③,6.0
3,,,"시내버스, 마을버스",⑤,⑥,⑤,⑤,⑤,④ 보통,⑥,⑤,⑤,⑥,⑤,④ 보통,⑤,④ 보통,
3,,,"시내버스, 마을버스",⑤,⑥,⑤,⑤,⑤,④ 보통,⑤,⑥,⑤,⑤,⑥,④ 보통,⑤,③,
3,,,"시내버스, 마을버스",⑤,⑤,⑥,⑤,⑥,④ 보통,⑤,⑥,⑥,⑤,⑤,④ 보통,⑤,⑤,
1,"시내버스, 마을버스",5.0,"시내버스, 마을버스",⑤,⑥,⑤,⑤,⑤,④ 보통,⑤,⑥,⑤,⑤,⑤,③,⑤,③,6.0
1,"시내버스, 마을버스",1.0,지하철,⑤,⑤,⑥,⑤,⑤,④ 보통,⑥,⑤,⑥,⑤,⑤,⑥,⑤,④ 보통,5.0
1,도보 이동,5.0,"시내버스, 마을버스",⑥,⑤,⑤,⑥,⑤,④ 보통,⑥,⑤,⑤,⑤,⑤,④ 보통,⑤,④ 보통,5.0
3,,,자차(승용차),④ 보통,⑥,⑥,⑤,④ 보통,④ 보통,⑤,⑤,⑥,⑥,⑤,⑤,④ 보통,③,
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,⑤,⑥,④ 보통,⑤,⑥,⑤,⑤,④ 보통,⑤,③,④ 보통,④ 보통,③,4.0
1,도보 이동,5.0,도보 이동,⑤,⑥,⑦ 매우 잘 구축되어 있다,⑤,⑤,④ 보통,⑤,⑤,⑥,⑦ 매우 만족한다,⑤,④ 보통,②,③,6.0
1,"시내버스, 마을버스",2.0,"시내버스, 마을버스",⑤,⑥,⑤,⑤,④ 보통,④ 보통,⑤,⑤,⑥,⑥,④ 보통,⑤,②,②,5.0
1,자차(승용차),5.0,자차(승용차),⑤,⑥,⑥,④ 보통,④ 보통,③,⑤,⑤,④ 보통,④ 보통,⑤,③,④ 보통,③,6.0
1,지하철,6.0,지하철,⑤,⑤,④ 보통,⑥,⑤,④ 보통,⑤,⑤,④ 보통,④ 보통,④ 보통,③,④ 보통,⑤,5.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑤,⑥,⑤,④ 보통,④ 보통,③,⑤,⑤,④ 보통,④ 보통,⑤,③,⑤,③,4.0
1,자차(승용차),7.0,자차(승용차),⑤,⑥,③,⑤,④ 보통,④ 보통,⑤,⑥,④ 보통,④ 보통,⑥,⑤,⑤,⑤,6.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",③,⑤,⑤,④ 보통,⑥,⑤,③,⑤,⑤,④ 보통,⑥,⑤,⑤,④ 보통,3.0
1,"시내버스, 마을버스",5.0,"시내버스, 마을버스",⑤,⑥,④ 보통,⑤,④ 보통,③,⑤,⑤,⑥,⑥,⑤,④ 보통,⑤,④ 보통,5.0
1,자차(승용차),4.0,자차(승용차),④ 보통,④ 보통,④ 보통,⑤,④ 보통,③,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,⑤,⑤,6.0
1,지하철,1.0,지하철,⑤,⑥,⑦ 매우 잘 구축되어 있다,⑥,⑤,④ 보통,⑤,⑤,⑥,⑥,⑤,⑤,⑤,⑤,6.0
3,,,자차(승용차),⑤,④ 보통,④ 보통,③,⑦ 매우 잘 구축되어 있다,④ 보통,⑤,⑥,⑥,⑤,⑥,④ 보통,⑤,⑤,
1,자차(승용차),2.0,자차(승용차),⑤,⑤,④ 보통,④ 보통,⑥,④ 보통,⑤,⑤,④ 보통,④ 보통,⑥,④ 보통,⑤,⑤,6.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑤,⑤,⑤,⑤,④ 보통,⑤,⑤,⑤,⑤,⑤,④ 보통,⑤,⑤,⑥,4.0
2,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑥,⑤,⑤,④ 보통,④ 보통,⑤,⑤,⑤,④ 보통,④ 보통,⑥,⑤,⑤,⑤,6.0
2,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,⑤,⑥,⑥,⑤,⑥,⑤,⑤,⑥,⑤,⑤,⑤,⑤,⑤,5.0
2,지하철,6.0,지하철,⑤,⑥,④ 보통,③,④ 보통,④ 보통,⑤,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,③,4.0
1,자차(승용차),6.0,자차(승용차),⑥,⑥,⑤,④ 보통,④ 보통,⑤,⑤,⑥,⑥,⑤,⑤,④ 보통,⑤,⑤,5.0
2,지하철,6.0,지하철,⑤,⑦ 매우 잘 구축되어 있다,③,③,④ 보통,③,⑤,④ 보통,③,②,③,②,③,③,3.0
1,자차(승용차),5.0,자차(승용차),⑤,⑥,⑤,⑤,④ 보통,③,⑤,⑤,⑥,⑥,④ 보통,⑤,⑤,⑤,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",③,⑥,③,④ 보통,④ 보통,③,⑤,⑥,⑥,⑤,④ 보통,④ 보통,③,②,6.0
1,지하철,1.0,지하철,④ 보통,⑥,⑤,④ 보통,⑤,③,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,③,④ 보통,5.0
1,자차(승용차),5.0,자차(승용차),⑥,⑦ 매우 잘 구축되어 있다,④ 보통,④ 보통,③,③,⑤,④ 보통,③,④ 보통,④ 보통,③,④ 보통,⑤,4.0
1,자차(승용차),5.0,자차(승용차),⑥,⑥,⑤,⑤,⑤,⑤,⑥,⑤,⑤,⑥,⑤,⑤,⑥,⑥,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑤,⑥,⑤,⑤,⑤,⑥,⑤,⑥,⑤,⑥,⑥,⑥,⑤,6.0
1,자차(승용차),5.0,자차(승용차),⑥,⑥,⑤,⑥,⑤,⑥,⑥,⑤,⑥,⑤,⑥,⑤,⑥,⑤,5.0
2,자차(승용차),5.0,"시내버스, 마을버스",⑤,⑤,⑤,④ 보통,⑤,⑤,⑥,⑤,⑥,⑤,⑥,⑥,⑥,⑤,6.0
3,,,"시내버스, 마을버스",⑥,⑥,⑤,⑤,⑤,⑤,⑥,⑤,⑤,⑤,⑤,⑥,⑥,⑤,
3,,,"시내버스, 마을버스",⑥,⑤,⑤,⑤,⑤,⑤,⑥,⑤,⑥,⑥,⑤,⑥,⑥,⑤,
3,,,자차(승용차),⑥,⑤,⑤,④ 보통,⑤,⑤,⑥,⑤,⑥,⑤,⑥,⑥,⑥,⑤,
1,"시내버스, 마을버스",4.0,"시내버스, 마을버스",⑥,⑥,⑤,⑤,④ 보통,③,⑥,⑤,③,④ 보통,②,④ 보통,⑤,⑥,4.0
1,자차(승용차),7.0,자차(승용차),⑤,⑥,④ 보통,⑤,⑤,③,⑤,⑥,③,⑤,④ 보통,③,⑥,⑤,5.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑥,⑤,④ 보통,⑤,⑤,③,⑤,⑤,④ 보통,⑤,④ 보통,④ 보통,⑥,⑤,5.0
3,,,"시내버스, 마을버스",⑥,⑦ 매우 잘 구축되어 있다,⑤,⑤,④ 보통,④ 보통,⑤,⑥,④ 보통,⑤,③,③,⑥,⑤,
1,자차(승용차),7.0,자차(승용차),⑤,⑥,⑤,⑤,④ 보통,④ 보통,④ 보통,⑥,⑤,⑤,③,③,⑥,⑤,4.0
1,자차(승용차),5.0,자차(승용차),⑤,⑥,④ 보통,⑤,④ 보통,④ 보통,⑤,⑥,⑤,⑤,④ 보통,④ 보통,⑤,⑥,5.0
1,지하철,6.0,지하철,⑤,⑥,⑤,⑤,④ 보통,④ 보통,⑤,⑥,⑤,④ 보통,④ 보통,④ 보통,⑤,⑥,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,⑥,④ 보통,⑤,④ 보통,③,⑤,⑥,⑤,⑤,④ 보통,④ 보통,⑥,⑤,5.0
1,자차(승용차),5.0,자차(승용차),⑤,⑥,④ 보통,④ 보통,④ 보통,⑤,⑥,⑤,④ 보통,④ 보통,③,④ 보통,⑤,⑤,5.0
3,,,"시내버스, 마을버스",⑤,⑥,④ 보통,⑤,④ 보통,⑤,⑤,⑥,④ 보통,⑤,④ 보통,④ 보통,⑥,⑤,
1,자차(승용차),5.0,자차(승용차),⑤,④ 보통,⑤,④ 보통,③,④ 보통,⑤,⑤,⑥,⑤,④ 보통,④ 보통,④ 보통,⑤,5.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑥,⑤,④ 보통,④ 보통,③,④ 보통,⑥,⑤,④ 보통,④ 보통,③,④ 보통,⑤,⑥,5.0
1,자차(승용차),5.0,자차(승용차),⑤,⑥,⑤,④ 보통,③,③,⑤,⑥,⑤,④ 보통,③,④ 보통,⑤,⑤,4.0
1,지하철,4.0,"시내버스, 마을버스",⑤,⑤,④ 보통,④ 보통,③,④ 보통,⑤,④ 보통,⑤,⑤,④ 보통,③,⑤,⑥,5.0
1,지하철,4.0,자차(승용차),⑤,⑥,⑤,④ 보통,③,④ 보통,⑤,⑥,⑤,④ 보통,③,④ 보통,⑤,⑥,3.0
1,자차(승용차),7.0,자차(승용차),⑥,⑥,⑤,④ 보통,③,③,⑤,⑥,⑤,④ 보통,③,③,⑤,④ 보통,6.0
3,,,"시내버스, 마을버스",⑥,⑤,④ 보통,④ 보통,④ 보통,③,⑤,⑥,⑤,④ 보통,④ 보통,④ 보통,⑤,⑥,
1,자차(승용차),4.0,자차(승용차),⑤,⑥,④ 보통,④ 보통,⑤,④ 보통,⑤,⑥,⑤,④ 보통,④ 보통,③,⑥,⑥,4.0
